"고유번호",법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건축물대장고유번호,기준년도,기준월,동코드,동명,토지대장면적,산정대지면적,건물전체연면적,건물산정연면적,주택가격,표준지여부,데이터기준일자
4874041023103920004,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,392-4,4874041023103920004,2017,01,1,1,612,612,95.76,95.76,52100000,N,2017-11-27
4874041023103920005,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,392-5,4874041023103920005,2017,01,1,1,655,655,121.85,121.85,48000000,N,2017-11-27
4874041023103920008,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,392-8,4874041023103920008,2017,01,1,1,640,640,91.83,91.83,38100000,N,2017-11-27
4874041023103990005,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,399-5,4874041023103990005,2017,01,1,1,490,490,78.88,78.88,45100000,N,2017-11-27
4874041023104070005,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,407-5,4874041023104070005,2017,01,1,1,2426,2426,178.23,178.23,68900000,N,2017-11-27
4874041023104210003,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,421-3,4874041023104210003,2017,01,1,1,800,800,177.65,69.65,40400000,N,2017-11-27
4874041023104230001,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,423-1,4874041023104230001,2017,01,1,1,617,617,98.01,98.01,46800000,N,2017-11-27
4874041023104340001,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,434-1,4874041023104340001,2017,01,1,1,665,665,114.8,114.8,40700000,N,2017-11-27
4874041023104360001,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,436-1,4874041023104360001,2017,01,1,1,476,476,84.6,84.6,38600000,N,2017-11-27
4874041023104430000,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,443,4874041023104430000,2017,01,1,1,289,289,36,36,6500000,N,2017-11-27
4874041023104430001,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,443-1,4874041023104430001,2017,01,1,1,243,243,33,33,6330000,N,2017-11-27
4874041023104450000,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,445,4874041023104450000,2017,01,1,1,149,149,73,73,4530000,N,2017-11-27
4874041023104470000,4874041023,경상남도 창녕군 길곡면 길곡리,1,일반,447,4874041023104470000,2017,01,1,1,426,426,17,17,15100000,N,2017-11-27
4874042021102830026,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,283-26,4874042021102830026,2017,01,1,1,179,179,83.2,83.2,36800000,N,2017-11-27
4874042021102830027,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,283-27,4874042021102830027,2017,01,2,2,82,82,84.81,84.81,9980000,N,2017-11-27
4874042021102830028,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,283-28,4874042021102830028,2017,01,1,1,159,159,102.8,49.5,10100000,N,2017-11-27
4874042021102830031,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,283-31,4874042021102830031,2017,01,1,1,387,387,195.51,71.59,16400000,N,2017-11-27
4874042021102830032,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,283-32,4874042021102830032,2017,01,1,1,371,371,125.22,85.55,27800000,N,2017-11-27
4874042021102830037,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,283-37,4874042021102830037,2017,01,1,1,173,173,113.4,113.4,18200000,N,2017-11-27
4874042021102850001,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,285-1,4874042021102850001,2017,01,1,1,528,528,527.85,285.6,28200000,N,2017-11-27
4874042021102860001,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,286-1,4874042021102860001,2017,01,1,1,409,409,339.52,118,29800000,N,2017-11-27
4874042021102870001,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,287-1,4874042021102870001,2017,01,1,1,247,247,169.27,169.27,37700000,N,2017-11-27
4874042021102880001,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,288-1,4874042021102880001,2017,01,1,1,227,227,124.62,124.62,22900000,N,2017-11-27
4874042021102880005,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,288-5,4874042021102880005,2017,01,1,1,764,764,97.55,97.55,73200000,N,2017-11-27
4874042021102890002,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,289-2,4874042021102890002,2017,01,1,1,612,612,318.02,108,83700000,N,2017-11-27
4874042021102920002,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,292-2,4874042021102920002,2017,01,1,1,224,224,95.94,95.94,33500000,N,2017-11-27
4874042021102940000,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,294,4874042021102940000,2017,01,1,1,214,214,66.35,66.35,3870000,N,2017-11-27
4874042021102940000,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,294,4874042021102940000,2017,01,2,2,214,214,124.45,124.45,9150000,N,2017-11-27
4874042021102940000,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,294,4874042021102940000,2017,01,3,3,214,214,96.7,96.7,38300000,N,2017-11-27
4874042021102940001,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,294-1,4874042021102940001,2017,01,1,1,166,166,39.63,39.63,7080000,N,2017-11-27
4874042021102940002,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,294-2,4874042021102940002,2017,01,4,4,230,230,62.48,62.48,13200000,N,2017-11-27
4874042021102950001,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,295-1,4874042021102950001,2017,01,1,1,251,251,79.01,79.01,14200000,N,2017-11-27
4874042021102950003,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,295-3,4874042021102950003,2017,01,1,1,660,199,136.76,136.76,14500000,N,2017-11-27
4874042021102950005,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,295-5,4874042021102950005,2017,01,1,1,535,535,103,103,58000000,N,2017-11-27
4874042021102970002,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,297-2,4874042021102970002,2017,01,1,1,681,681,211.17,109.89,31700000,N,2017-11-27
4874042021102990001,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,299-1,4874042021102990001,2017,01,99999,99999,307,307,340.55,125.03,70900000,Y,2017-11-27
4874042021103000001,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,300-1,4874042021103000001,2017,01,1,1,288,288,55.98,24.3,16100000,N,2017-11-27
4874042021103190008,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,319-8,4874042021103190008,2017,01,1,1,200,200,124.5,124.5,93400000,N,2017-11-27
4874042021103190010,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,319-10,4874042021103190010,2017,01,1,1,283,283,437.77,98.48,43300000,N,2017-11-27
4874042021103270000,4874042021,경상남도 창녕군 부곡면 부곡리,1,일반,327,4874042021103270000,2017,01,1,1,1487,1487,117.16,117.16,128000000,N,2017-11-27
4874042024100900003,4874042024,경상남도 창녕군 부곡면 온정리,1,일반,90-3,4874042024100900003,2017,01,1,1,594,594,129.54,129.54,87600000,N,2017-11-27
